Area;ISO 3 code;Year;Area type;Continent;Ember region;EU;OECD;G20;G7;ASEAN;Category;Subcategory;Variable;Unit;Value;YoY absolute change;YoY % change
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;61,44;9,12;17,43
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;1,69;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;18,73;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;24,94;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;6,99;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;20,91;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,83;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;4,07;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;16,83;;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;4,98;0,37;8,03
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;55,07;11,09;25,22
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;73,31;-12,2;-14,27
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;20,55;-10,05;-32,84
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;61,47;3,75;6,5
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;17,13;0,33;1,96
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;11,97;2,57;27,34
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;49,47;6,55;15,26
Spain;ESP;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;293,95;2,41;0,83
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;59,74;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;40,26;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;26,07;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;15,16;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;39,58;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;24,42;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;168,14;19,7;13,27
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;113,32;-32,19;-22,12
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;73,38;-17,06;-18,86
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;42,67;17,14;67,14
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;111,41;24,44;28,1
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;68,74;7,3;11,88
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;2,06;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;14,19;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;20,44;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;13,1;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;20,16;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,63;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;4,65;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;19,77;;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;5,8;0,82;16,47
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;39,94;-15,13;-27,47
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;57,54;-15,77;-21,51
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;36,87;16,32;79,42
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;56,73;-4,74;-7,71
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;15,84;-1,29;-7,53
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;13,1;1,13;9,44
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;55,64;6,17;12,47
Spain;ESP;2013;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;281,46;-12,49;-4,25
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;61,05;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;38,93;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;22,97;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;16,24;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;40,17;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;23,93;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;167,57;-0,57;-0,34
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;106,87;-6,45;-5,69
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;63,06;-10,32;-14,06
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;44,58;1,91;4,48
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;110,26;-1,15;-1,03
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;65,68;-3,06;-4,45
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;1,97;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;15,96;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;17,22;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;14,27;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;20,88;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,75;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;4,98;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,95;;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;5,41;-0,39;-6,72
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;43,81;3,87;9,69
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;47,27;-10,27;-17,85
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;39,17;2,3;6,24
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;57,31;0,58;1,02
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;15,79;-0,05;-0,32
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;13,67;0,57;4,35
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;52,01;-3,63;-6,52
Spain;ESP;2014;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;274,44;-7,02;-2,49
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;55,66;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;44,33;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;25,8;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;12,23;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;35,02;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;22,79;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;154,28;-13,29;-7,93
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;122,89;16,02;14,99
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;71,52;8,46;13,42
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;33,9;-10,68;-23,96
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;97,08;-13,18;-11,95
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;63,18;-2,5;-3,81
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;2,08;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;18,53;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;18,94;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;10,15;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;20,64;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;6,86;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;5;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;17,79;;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;5,76;0,35;6,47
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;51,37;7,56;17,26
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;52,5;5,23;11,06
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;28,14;-11,03;-28,16
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;57,2;-0,11;-0,19
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;19,02;3,23;20,46
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;13,86;0,19;1,39
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;49,32;-2,69;-5,17
Spain;ESP;2015;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;277,17;2,73;0,99
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;60,31;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;39,7;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;26,24;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;15,55;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;38,65;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;23,1;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;163,26;8,98;5,82
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;107,44;-15,45;-12,57
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;71,01;-0,51;-0,71
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;42,09;8,19;24,16
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;104,63;7,55;7,78
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;62,54;-0,64;-1,01
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;2,1;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;13,46;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;19,52;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;13,45;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;21,66;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;6,72;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;5,04;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,06;;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;5,69;-0,07;-1,22
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;36,43;-14,94;-29,08
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;52,83;0,33;0,63
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;36,4;8,26;29,35
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;58,63;1,43;2,5
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;18,18;-0,84;-4,42
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;13,64;-0,22;-1,59
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;48,9;-0,42;-0,85
Spain;ESP;2016;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;270,7;-6,47;-2,33
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;53,6;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;46,41;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;29,84;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;8,96;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;32,29;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;23,33;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;145,97;-17,29;-10,59
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;126,41;18,97;17,66
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;81,28;10,27;14,46
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;24,4;-17,69;-42,03
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;87,93;-16,7;-15,96
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;63,53;0,99;1,58
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;2,23;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;16,57;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;23,51;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;6,73;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;21,31;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;6,33;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;5,29;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,04;;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;6,08;0,39;6,85
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;45,13;8,7;23,88
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;64,04;11,21;21,22
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;18,32;-18,08;-49,67
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;58,04;-0,59;-1,01
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;17,24;-0,94;-5,17
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;14,4;0,76;5,57
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;49,13;0,23;0,47
Spain;ESP;2017;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;272,38;1,68;0,62
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;58,82;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;41,18;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;27,42;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;14,83;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;38,27;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;23,44;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;159,64;13,67;9,36
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;111,76;-14,65;-11,59
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;74,42;-6,86;-8,44
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;40,24;15,84;64,92
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;103,87;15,94;18,13
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;63,63;0,1;0,16
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;2,18;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;13,76;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;21,37;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;12,65;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;20,55;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;6,05;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;4,69;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,75;;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;5,91;-0,17;-2,8
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;37,34;-7,79;-17,26
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;58;-6,04;-9,43
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;34,33;16,01;87,39
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;55,77;-2,27;-3,91
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;16,42;-0,82;-4,76
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;12,74;-1,66;-11,53
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;50,89;1,76;3,58
Spain;ESP;2018;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;271,4;-0,98;-0,36
Spain;ESP;2019;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;58,9;;
