Area;ISO 3 code;Year;Area type;Continent;Ember region;EU;OECD;G20;G7;ASEAN;Category;Subcategory;Variable;Unit;Value;YoY absolute change;YoY % change
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,99;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,02;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;5,73;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;9,45;;
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;48,29;2,78;6,11
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;274,41;-13,79;-4,78
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;60,61;-6,39;-9,54
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;19,59;-3,41;-14,83
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;97,13;-0,16;-0,16
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;24,67;-0,58;-2,3
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,1;0,02;25
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;35,45;4,83;15,77
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;58,5;5,76;10,92
Germany;DEU;2014;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;618,75;-10,94;-1,74
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;43,79;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;56,21;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;13,62;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;10,86;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;29,43;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;18,57;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;279,93;20,87;8,06
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;359,24;-0,45;-0,13
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;87,04;1,76;2,06
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;69,44;1,46;2,15
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;188,14;26,21;16,19
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;118,7;24,75;26,34
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;7,87;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;42,59;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;9,62;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;2,97;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;14,36;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;4;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,02;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;5,96;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;12,61;;
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;50,33;2,04;4,22
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;272,2;-2,21;-0,81
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;61,47;0,86;1,42
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;18,98;-0,61;-3,11
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;91,79;-5,34;-5,5
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;25,57;0,9;3,65
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,13;0,03;30
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;38,08;2,63;7,42
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;80,62;22,12;37,81
Germany;DEU;2015;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;639,17;20,42;3,3
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;42,67;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;57,33;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;16,53;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;11,17;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;29,48;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;18,31;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;273,76;-6,17;-2,2
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;367,76;8,52;2,37
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;106,01;18,97;21,79
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;71,65;2,21;3,18
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;189,13;0,99;0,53
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;117,48;-1,22;-1,03
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;7,94;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;40,8;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;12,57;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,2;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;13,19;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,96;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,03;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;5,85;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;12,46;;
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;50,93;0,6;1,19
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;261,75;-10,45;-3,84
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;80,62;19,15;31,15
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;20,55;1,57;8,27
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;84,63;-7,16;-7,8
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;25,39;-0,18;-0,7
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,17;0,04;30,77
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;37,56;-0,52;-1,37
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;79,92;-0,7;-0,87
Germany;DEU;2016;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;641,52;2,35;0,37
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;45,3;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;54,69;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;17,25;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;11,05;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;33,46;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;22,41;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;292;18,24;6,66
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;352,46;-15,3;-4,16
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;111,2;5,19;4,9
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;71,23;-0,42;-0,59
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;215,68;26,55;14,04
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;144,45;26,97;22,96
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;7,9;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;37,44;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;13,35;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,13;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;11,84;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,9;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,02;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;6,01;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;16,4;;
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;50,92;-0,01;-0,02
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;241,26;-20,49;-7,83
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;86,04;5,42;6,72
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;20,15;-0,4;-1,95
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;76,32;-8,31;-9,82
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;25,16;-0,23;-0,91
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,16;-0,01;-5,88
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;38,76;1,2;3,19
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;105,69;25,77;32,24
Germany;DEU;2017;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;644,46;2,94;0,46
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;47,28;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;52,73;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;16,64;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;10,86;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;35,26;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;24,4;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;298,93;6,93;2,37
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;333,35;-19,11;-5,42
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;105,19;-6,01;-5,4
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;68,66;-2,57;-3,61
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;222,93;7,25;3,36
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;154,27;9,82;6,8
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;8,03;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;36,09;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;12,9;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;2,8;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;12,02;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,74;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,03;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;7,01;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;17,39;;
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;50,79;-0,13;-0,26
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;228,16;-13,1;-5,43
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;81,56;-4,48;-5,21
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;17,69;-2,46;-12,21
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;76;-0,32;-0,42
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;23,63;-1,53;-6,08
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,18;0,02;12,5
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;44,32;5,56;14,34
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;109,95;4,26;4,03
Germany;DEU;2018;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;632,28;-12,18;-1,89
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;%;52,7;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;%;47,3;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;18,73;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;11,67;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;%;40,19;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;%;28,52;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Clean;TWh;316,24;17,31;5,79
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Fossil;TWh;283,85;-49,5;-14,85
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;112,4;7,21;6,85
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;70,06;1,4;2,04
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Renewables;TWh;241,17;18,24;8,18
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;171,11;16,84;10,92
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;%;8,35;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;%;28,57;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;%;15;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;%;3,29;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;%;12,51;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;%;3,73;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;%;0,03;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;%;7,54;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;%;20,98;;
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Bioenergy;TWh;50,13;-0,66;-1,3
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Coal;TWh;171,45;-56,71;-24,86
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Gas;TWh;90;8,44;10,35
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Hydro;TWh;19,73;2,04;11,53
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Nuclear;TWh;75,07;-0,93;-1,22
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Fossil;TWh;22,4;-1,23;-5,21
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Other Renewables;TWh;0,2;0,02;11,11
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Solar;TWh;45,22;0,9;2,03
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Fuel;Wind;TWh;125,89;15,94;14,5
Germany;DEU;2019;Country or economy;Europe;Europe;1;1;1;1;0;Electricity generation;Total;Total Generation;TWh;600,09;-32,19;-5,09
