model,member,region,period_id,period,baseline_period,period_mean_jja_warming
CESM2(CMIP6),1251.003i1p1f1,NEU,P3,2081-2100,1995-2014,2.3458123532585247
CESM2(CMIP6),1251.003i1p1f1,WCE,P1,2021-2040,1995-2014,1.1473049936264794
CESM2(CMIP6),1251.003i1p1f1,WCE,P2,2041-2060,1995-2014,2.3050935743191037
CESM2(CMIP6),1251.003i1p1f1,WCE,P3,2081-2100,1995-2014,4.296838498300291
CESM2(CMIP6),1251.004i1p1f1,MED,P1,2021-2040,1995-2014,0.6206187860587905
CESM2(CMIP6),1251.004i1p1f1,MED,P2,2041-2060,1995-2014,1.5964917016278242
CESM2(CMIP6),1251.004i1p1f1,MED,P3,2081-2100,1995-2014,3.8616228384855935
CESM2(CMIP6),1251.004i1p1f1,NEU,P1,2021-2040,1995-2014,0.06478457044415613
CESM2(CMIP6),1251.004i1p1f1,NEU,P2,2041-2060,1995-2014,0.5544904518043249
CESM2(CMIP6),1251.004i1p1f1,NEU,P3,2081-2100,1995-2014,1.5631858947391928
CESM2(CMIP6),1251.004i1p1f1,WCE,P1,2021-2040,1995-2014,0.7729218898427913
CESM2(CMIP6),1251.004i1p1f1,WCE,P2,2041-2060,1995-2014,2.0971080916121636
CESM2(CMIP6),1251.004i1p1f1,WCE,P3,2081-2100,1995-2014,4.650667896525145
CESM2(CMIP6),1251.005i1p1f1,MED,P1,2021-2040,1995-2014,1.0025185779323766
CESM2(CMIP6),1251.005i1p1f1,MED,P2,2041-2060,1995-2014,1.787473064005706
CESM2(CMIP6),1251.005i1p1f1,MED,P3,2081-2100,1995-2014,4.1084796740846965
CESM2(CMIP6),1251.005i1p1f1,NEU,P1,2021-2040,1995-2014,0.7086578830612067
CESM2(CMIP6),1251.005i1p1f1,NEU,P2,2041-2060,1995-2014,1.1829677598468984
CESM2(CMIP6),1251.005i1p1f1,NEU,P3,2081-2100,1995-2014,2.110383162201457
CESM2(CMIP6),1251.005i1p1f1,WCE,P1,2021-2040,1995-2014,1.1341570308612716
CESM2(CMIP6),1251.005i1p1f1,WCE,P2,2041-2060,1995-2014,2.028805083146236
CESM2(CMIP6),1251.005i1p1f1,WCE,P3,2081-2100,1995-2014,5.032070436432929
CESM2(CMIP6),1251.006i1p1f1,MED,P1,2021-2040,1995-2014,0.9819569370509662
CESM2(CMIP6),1251.006i1p1f1,MED,P2,2041-2060,1995-2014,1.6253806080690807
CESM2(CMIP6),1251.006i1p1f1,MED,P3,2081-2100,1995-2014,3.8507774169375386
CESM2(CMIP6),1251.006i1p1f1,NEU,P1,2021-2040,1995-2014,0.7015858766179228
CESM2(CMIP6),1251.006i1p1f1,NEU,P2,2041-2060,1995-2014,0.21074857881900683
CESM2(CMIP6),1251.006i1p1f1,NEU,P3,2081-2100,1995-2014,1.555045203868002
CESM2(CMIP6),1251.006i1p1f1,WCE,P1,2021-2040,1995-2014,1.1137084339858976
CESM2(CMIP6),1251.006i1p1f1,WCE,P2,2041-2060,1995-2014,1.791129644730398
CESM2(CMIP6),1251.006i1p1f1,WCE,P3,2081-2100,1995-2014,4.37140743080135
CESM2(CMIP6),1251.007i1p1f1,MED,P1,2021-2040,1995-2014,1.0986248459954402
CESM2(CMIP6),1251.007i1p1f1,MED,P2,2041-2060,1995-2014,2.11411507306908
CESM2(CMIP6),1251.007i1p1f1,MED,P3,2081-2100,1995-2014,4.440531504633254
CESM2(CMIP6),1251.007i1p1f1,NEU,P1,2021-2040,1995-2014,0.1495071816992028
CESM2(CMIP6),1251.007i1p1f1,NEU,P2,2041-2060,1995-2014,1.3830876213102208
CESM2(CMIP6),1251.007i1p1f1,NEU,P3,2081-2100,1995-2014,2.67703047378366
CESM2(CMIP6),1251.007i1p1f1,WCE,P1,2021-2040,1995-2014,0.4097823285957107
CESM2(CMIP6),1251.007i1p1f1,WCE,P2,2041-2060,1995-2014,2.167802044597996
CESM2(CMIP6),1251.007i1p1f1,WCE,P3,2081-2100,1995-2014,4.958985737083153
CESM2(CMIP6),1251.008i1p1f1,MED,P1,2021-2040,1995-2014,0.9680126284362778
CESM2(CMIP6),1251.008i1p1f1,MED,P2,2041-2060,1995-2014,1.8042734903415734
CESM2(CMIP6),1251.008i1p1f1,MED,P3,2081-2100,1995-2014,4.075749590569315
CESM2(CMIP6),1251.008i1p1f1,NEU,P1,2021-2040,1995-2014,0.4225343870252436
CESM2(CMIP6),1251.008i1p1f1,NEU,P2,2041-2060,1995-2014,0.9524673071014446
CESM2(CMIP6),1251.008i1p1f1,NEU,P3,2081-2100,1995-2014,2.3917469492453654
CESM2(CMIP6),1251.008i1p1f1,WCE,P1,2021-2040,1995-2014,1.0501309150085196
CESM2(CMIP6),1251.008i1p1f1,WCE,P2,2041-2060,1995-2014,1.7276472065587214
CESM2(CMIP6),1251.008i1p1f1,WCE,P3,2081-2100,1995-2014,4.75174416815413
CESM2(CMIP6),1251.009i1p1f1,MED,P1,2021-2040,1995-2014,1.0824506773071927
CESM2(CMIP6),1251.009i1p1f1,MED,P2,2041-2060,1995-2014,1.9948558144380684
CESM2(CMIP6),1251.009i1p1f1,MED,P3,2081-2100,1995-2014,4.203900269953836
CESM2(CMIP6),1251.009i1p1f1,NEU,P1,2021-2040,1995-2014,0.5058190158109681
CESM2(CMIP6),1251.009i1p1f1,NEU,P2,2041-2060,1995-2014,1.6643877748064668
CESM2(CMIP6),1251.009i1p1f1,NEU,P3,2081-2100,1995-2014,2.2747535048623
CESM2(CMIP6),1251.009i1p1f1,WCE,P1,2021-2040,1995-2014,1.082370901821355
CESM2(CMIP6),1251.009i1p1f1,WCE,P2,2041-2060,1995-2014,2.412505648785836
CESM2(CMIP6),1251.009i1p1f1,WCE,P3,2081-2100,1995-2014,4.959516397162392
CESM2(CMIP6),1251.010i1p1f1,MED,P1,2021-2040,1995-2014,1.102224866784496
CESM2(CMIP6),1251.010i1p1f1,MED,P2,2041-2060,1995-2014,1.9891386229653958
CESM2(CMIP6),1251.010i1p1f1,MED,P3,2081-2100,1995-2014,4.321850424051502
CESM2(CMIP6),1251.010i1p1f1,NEU,P1,2021-2040,1995-2014,0.7741184452650272
CESM2(CMIP6),1251.010i1p1f1,NEU,P2,2041-2060,1995-2014,0.8644546772291057
CESM2(CMIP6),1251.010i1p1f1,NEU,P3,2081-2100,1995-2014,2.2610702836111805
CESM2(CMIP6),1251.010i1p1f1,WCE,P1,2021-2040,1995-2014,1.3993720924636586
CESM2(CMIP6),1251.010i1p1f1,WCE,P2,2041-2060,1995-2014,2.3517945175735853
CESM2(CMIP6),1251.010i1p1f1,WCE,P3,2081-2100,1995-2014,5.238235962222563
CESM2(CMIP6),1281.001i1p1f1,MED,P1,2021-2040,1995-2014,1.107559378360286
CESM2(CMIP6),1281.001i1p1f1,MED,P2,2041-2060,1995-2014,2.0265368182483945
CESM2(CMIP6),1281.001i1p1f1,MED,P3,2081-2100,1995-2014,4.560461807992153
CESM2(CMIP6),1281.001i1p1f1,NEU,P1,2021-2040,1995-2014,0.8029394694767433
CESM2(CMIP6),1281.001i1p1f1,NEU,P2,2041-2060,1995-2014,1.5436958701842607
CESM2(CMIP6),1281.001i1p1f1,NEU,P3,2081-2100,1995-2014,2.4841643731194307
CESM2(CMIP6),1281.001i1p1f1,WCE,P1,2021-2040,1995-2014,1.410725021185772
CESM2(CMIP6),1281.001i1p1f1,WCE,P2,2041-2060,1995-2014,2.282337006600663
CESM2(CMIP6),1281.001i1p1f1,WCE,P3,2081-2100,1995-2014,5.325816351854852
CESM2(CMIP6),1281.002i1p1f1,MED,P1,2021-2040,1995-2014,0.880298642005641
CESM2(CMIP6),1281.002i1p1f1,MED,P2,2041-2060,1995-2014,1.9534666394249343
CESM2(CMIP6),1281.002i1p1f1,MED,P3,2081-2100,1995-2014,4.259777612455264
CESM2(CMIP6),1281.002i1p1f1,NEU,P1,2021-2040,1995-2014,0.38199007156533626
CESM2(CMIP6),1281.002i1p1f1,NEU,P2,2041-2060,1995-2014,1.236519260927211
CESM2(CMIP6),1281.002i1p1f1,NEU,P3,2081-2100,1995-2014,2.432272267107401
CESM2(CMIP6),1281.002i1p1f1,WCE,P1,2021-2040,1995-2014,0.6766594939529968
CESM2(CMIP6),1281.002i1p1f1,WCE,P2,2041-2060,1995-2014,2.2018796854142253
CESM2(CMIP6),1281.002i1p1f1,WCE,P3,2081-2100,1995-2014,4.661567091493559
CESM2(CMIP6),1281.003i1p1f1,MED,P1,2021-2040,1995-2014,1.1275575580361614
CESM2(CMIP6),1281.003i1p1f1,MED,P2,2041-2060,1995-2014,2.2646181072641736
CESM2(CMIP6),1281.003i1p1f1,MED,P3,2081-2100,1995-2014,4.470377211226425
CESM2(CMIP6),1281.003i1p1f1,NEU,P1,2021-2040,1995-2014,0.3169708867243036
CESM2(CMIP6),1281.003i1p1f1,NEU,P2,2041-2060,1995-2014,1.491255743954767
CESM2(CMIP6),1281.003i1p1f1,NEU,P3,2081-2100,1995-2014,2.482219594442418
CESM2(CMIP6),1281.003i1p1f1,WCE,P1,2021-2040,1995-2014,0.9362561749926719
CESM2(CMIP6),1281.003i1p1f1,WCE,P2,2041-2060,1995-2014,2.61719063928516
CESM2(CMIP6),1281.003i1p1f1,WCE,P3,2081-2100,1995-2014,4.90333785840222
CESM2(CMIP6),1281.004i1p1f1,MED,P1,2021-2040,1995-2014,0.8239295116702203
CESM2(CMIP6),1281.004i1p1f1,MED,P2,2041-2060,1995-2014,1.5546045032946592
CESM2(CMIP6),1281.004i1p1f1,MED,P3,2081-2100,1995-2014,3.9944916003691247
CESM2(CMIP6),1281.004i1p1f1,NEU,P1,2021-2040,1995-2014,-0.0050378428178975195
CESM2(CMIP6),1281.004i1p1f1,NEU,P2,2041-2060,1995-2014,0.29692913444757096
CESM2(CMIP6),1281.004i1p1f1,NEU,P3,2081-2100,1995-2014,1.6324879449463243
CESM2(CMIP6),1281.004i1p1f1,WCE,P1,2021-2040,1995-2014,0.7204194622393185
CESM2(CMIP6),1281.004i1p1f1,WCE,P2,2041-2060,1995-2014,1.5332166633431838
CESM2(CMIP6),1281.004i1p1f1,WCE,P3,2081-2100,1995-2014,4.579699025166269
CESM2(CMIP6),1281.005i1p1f1,MED,P1,2021-2040,1995-2014,0.5549828137686955
CESM2(CMIP6),1281.005i1p1f1,MED,P2,2041-2060,1995-2014,1.7463435875919415
CESM2(CMIP6),1281.005i1p1f1,MED,P3,2081-2100,1995-2014,4.13925007943331
CESM2(CMIP6),1281.005i1p1f1,NEU,P1,2021-2040,1995-2014,0.17965886729038152
CESM2(CMIP6),1281.005i1p1f1,NEU,P2,2041-2060,1995-2014,1.3371434763908434
CESM2(CMIP6),1281.005i1p1f1,NEU,P3,2081-2100,1995-2014,2.158913814724195
CESM2(CMIP6),1281.005i1p1f1,WCE,P1,2021-2040,1995-2014,0.5047232373781805
CESM2(CMIP6),1281.005i1p1f1,WCE,P2,2041-2060,1995-2014,1.9595926490578335
CESM2(CMIP6),1281.005i1p1f1,WCE,P3,2081-2100,1995-2014,4.421285492476544
CESM2(CMIP6),1281.006i1p1f1,MED,P1,2021-2040,1995-2014,1.1030603221090198
CESM2(CMIP6),1281.006i1p1f1,MED,P2,2041-2060,1995-2014,2.0621943490431476
CESM2(CMIP6),1281.006i1p1f1,MED,P3,2081-2100,1995-2014,4.171769043616586
CESM2(CMIP6),1281.006i1p1f1,NEU,P1,2021-2040,1995-2014,0.10631266451148909
CESM2(CMIP6),1281.006i1p1f1,NEU,P2,2041-2060,1995-2014,1.2312152790157758
CESM2(CMIP6),1281.006i1p1f1,NEU,P3,2081-2100,1995-2014,2.418242200915304
CESM2(CMIP6),1281.006i1p1f1,WCE,P1,2021-2040,1995-2014,0.9203446916743447
CESM2(CMIP6),1281.006i1p1f1,WCE,P2,2041-2060,1995-2014,1.9910923086130239
CESM2(CMIP6),1281.006i1p1f1,WCE,P3,2081-2100,1995-2014,4.8276765472309275
CESM2(CMIP6),1281.007i1p1f1,MED,P1,2021-2040,1995-2014,0.7851408680737725
CESM2(CMIP6),1281.007i1p1f1,MED,P2,2041-2060,1995-2014,2.116311771825653
CESM2(CMIP6),1281.007i1p1f1,MED,P3,2081-2100,1995-2014,4.159104551417385
CESM2(CMIP6),1281.007i1p1f1,NEU,P1,2021-2040,1995-2014,0.9155030248440703
CESM2(CMIP6),1281.007i1p1f1,NEU,P2,2041-2060,1995-2014,1.5614554119500923
CESM2(CMIP6),1281.007i1p1f1,NEU,P3,2081-2100,1995-2014,2.6468823430931647
CESM2(CMIP6),1281.007i1p1f1,WCE,P1,2021-2040,1995-2014,1.2689252080878832
CESM2(CMIP6),1281.007i1p1f1,WCE,P2,2041-2060,1995-2014,2.5434007704055146
CESM2(CMIP6),1281.007i1p1f1,WCE,P3,2081-2100,1995-2014,4.827158895327505
CESM2(CMIP6),1281.008i1p1f1,MED,P1,2021-2040,1995-2014,1.036459659698627
CESM2(CMIP6),1281.008i1p1f1,MED,P2,2041-2060,1995-2014,1.9053846568379285
CESM2(CMIP6),1281.008i1p1f1,MED,P3,2081-2100,1995-2014,4.429114884512076
CESM2(CMIP6),1281.008i1p1f1,NEU,P1,2021-2040,1995-2014,0.10282023145308497
CESM2(CMIP6),1281.008i1p1f1,NEU,P2,2041-2060,1995-2014,0.3207982707304022
CESM2(CMIP6),1281.008i1p1f1,NEU,P3,2081-2100,1995-2014,1.7877229507127954
CESM2(CMIP6),1281.008i1p1f1,WCE,P1,2021-2040,1995-2014,1.0197718414344394
CESM2(CMIP6),1281.008i1p1f1,WCE,P2,2041-2060,1995-2014,1.9028214793711995
CESM2(CMIP6),1281.008i1p1f1,WCE,P3,2081-2100,1995-2014,4.802780038762043
CESM2(CMIP6),1281.009i1p1f1,MED,P1,2021-2040,1995-2014,0.8479380506625243
CESM2(CMIP6),1281.009i1p1f1,MED,P2,2041-2060,1995-2014,1.743004729550833
CESM2(CMIP6),1281.009i1p1f1,MED,P3,2081-2100,1995-2014,4.1100198781710535
CESM2(CMIP6),1281.009i1p1f1,NEU,P1,2021-2040,1995-2014,0.20212128614157213
CESM2(CMIP6),1281.009i1p1f1,NEU,P2,2041-2060,1995-2014,0.9046691897323704
CESM2(CMIP6),1281.009i1p1f1,NEU,P3,2081-2100,1995-2014,2.1005598959263154
CESM2(CMIP6),1281.009i1p1f1,WCE,P1,2021-2040,1995-2014,0.8573942993211408
CESM2(CMIP6),1281.009i1p1f1,WCE,P2,2041-2060,1995-2014,1.9517755541344695
CESM2(CMIP6),1281.009i1p1f1,WCE,P3,2081-2100,1995-2014,4.5368837371089485
CESM2(CMIP6),1281.010i1p1f1,MED,P1,2021-2040,1995-2014,0.9861817635665313
CESM2(CMIP6),1281.010i1p1f1,MED,P2,2041-2060,1995-2014,1.9668468167928368
CESM2(CMIP6),1281.010i1p1f1,MED,P3,2081-2100,1995-2014,4.200963067297481
CESM2(CMIP6),1281.010i1p1f1,NEU,P1,2021-2040,1995-2014,0.5548408438039305
CESM2(CMIP6),1281.010i1p1f1,NEU,P2,2041-2060,1995-2014,1.2911931888915362
CESM2(CMIP6),1281.010i1p1f1,NEU,P3,2081-2100,1995-2014,2.317970167957419
CESM2(CMIP6),1281.010i1p1f1,WCE,P1,2021-2040,1995-2014,1.2341051623053296
CESM2(CMIP6),1281.010i1p1f1,WCE,P2,2041-2060,1995-2014,2.335794919428021
CESM2(CMIP6),1281.010i1p1f1,WCE,P3,2081-2100,1995-2014,4.995909421464828
CESM2(CMIP6),1301.001i1p1f1,MED,P1,2021-2040,1995-2014,1.3666831239204158
CESM2(CMIP6),1301.001i1p1f1,MED,P2,2041-2060,1995-2014,2.018262805413788
CESM2(CMIP6),1301.001i1p1f1,MED,P3,2081-2100,1995-2014,4.382836484399645
CESM2(CMIP6),1301.001i1p1f1,NEU,P1,2021-2040,1995-2014,0.6739321582744824
CESM2(CMIP6),1301.001i1p1f1,NEU,P2,2041-2060,1995-2014,1.1569575598214894
CESM2(CMIP6),1301.001i1p1f1,NEU,P3,2081-2100,1995-2014,2.2913801266046283
CESM2(CMIP6),1301.001i1p1f1,WCE,P1,2021-2040,1995-2014,1.4861959582985833
CESM2(CMIP6),1301.001i1p1f1,WCE,P2,2041-2060,1995-2014,2.056548846239715
CESM2(CMIP6),1301.001i1p1f1,WCE,P3,2081-2100,1995-2014,4.6194550303411095
CESM2(CMIP6),1301.002i1p1f1,MED,P1,2021-2040,1995-2014,1.1590649482089026
CESM2(CMIP6),1301.002i1p1f1,MED,P2,2041-2060,1995-2014,1.907619147090461
CESM2(CMIP6),1301.002i1p1f1,MED,P3,2081-2100,1995-2014,4.065133277481391
CESM2(CMIP6),1301.002i1p1f1,NEU,P1,2021-2040,1995-2014,0.4092803540439361
CESM2(CMIP6),1301.002i1p1f1,NEU,P2,2041-2060,1995-2014,0.9658531303161701
CESM2(CMIP6),1301.002i1p1f1,NEU,P3,2081-2100,1995-2014,2.2501925800442675
CESM2(CMIP6),1301.002i1p1f1,WCE,P1,2021-2040,1995-2014,1.05883936579249
CESM2(CMIP6),1301.002i1p1f1,WCE,P2,2041-2060,1995-2014,2.0441771530135204
CESM2(CMIP6),1301.002i1p1f1,WCE,P3,2081-2100,1995-2014,4.584687662650639
CESM2(CMIP6),1301.003i1p1f1,MED,P1,2021-2040,1995-2014,0.7309778987086313
CESM2(CMIP6),1301.003i1p1f1,MED,P2,2041-2060,1995-2014,1.7033666343500165
CESM2(CMIP6),1301.003i1p1f1,MED,P3,2081-2100,1995-2014,4.011710947235203
CESM2(CMIP6),1301.003i1p1f1,NEU,P1,2021-2040,1995-2014,0.515140871540015
CESM2(CMIP6),1301.003i1p1f1,NEU,P2,2041-2060,1995-2014,0.8498009693683262
CESM2(CMIP6),1301.003i1p1f1,NEU,P3,2081-2100,1995-2014,1.825817022454706
CESM2(CMIP6),1301.003i1p1f1,WCE,P1,2021-2040,1995-2014,1.1816657182565034
CESM2(CMIP6),1301.003i1p1f1,WCE,P2,2041-2060,1995-2014,2.190257275508384
CESM2(CMIP6),1301.003i1p1f1,WCE,P3,2081-2100,1995-2014,4.559489140337563
CESM2(CMIP6),1301.004i1p1f1,MED,P1,2021-2040,1995-2014,1.0537385251268792
CESM2(CMIP6),1301.004i1p1f1,MED,P2,2041-2060,1995-2014,1.9686837416134508
CESM2(CMIP6),1301.004i1p1f1,MED,P3,2081-2100,1995-2014,4.363509014438021
CESM2(CMIP6),1301.004i1p1f1,NEU,P1,2021-2040,1995-2014,0.8426897955891075
CESM2(CMIP6),1301.004i1p1f1,NEU,P2,2041-2060,1995-2014,1.4679322337829592
CESM2(CMIP6),1301.004i1p1f1,NEU,P3,2081-2100,1995-2014,2.869295074242264
CESM2(CMIP6),1301.004i1p1f1,WCE,P1,2021-2040,1995-2014,1.4180794209615732
CESM2(CMIP6),1301.004i1p1f1,WCE,P2,2041-2060,1995-2014,2.8285793003378252
CESM2(CMIP6),1301.004i1p1f1,WCE,P3,2081-2100,1995-2014,5.431246905479759
CESM2(CMIP6),1301.005i1p1f1,MED,P1,2021-2040,1995-2014,0.7771744669403635
CESM2(CMIP6),1301.005i1p1f1,MED,P2,2041-2060,1995-2014,1.954724426399888
CESM2(CMIP6),1301.005i1p1f1,MED,P3,2081-2100,1995-2014,4.209924893719209
CESM2(CMIP6),1301.005i1p1f1,NEU,P1,2021-2040,1995-2014,0.08632993270148415
CESM2(CMIP6),1301.005i1p1f1,NEU,P2,2041-2060,1995-2014,1.2310773527207275
CESM2(CMIP6),1301.005i1p1f1,NEU,P3,2081-2100,1995-2014,2.1118499507722146
CESM2(CMIP6),1301.005i1p1f1,WCE,P1,2021-2040,1995-2014,0.9019475488475003
CESM2(CMIP6),1301.005i1p1f1,WCE,P2,2041-2060,1995-2014,2.4959593049272635
CESM2(CMIP6),1301.005i1p1f1,WCE,P3,2081-2100,1995-2014,4.5260087704506855
CESM2(CMIP6),1301.006i1p1f1,MED,P1,2021-2040,1995-2014,0.9965498531583595
CESM2(CMIP6),1301.006i1p1f1,MED,P2,2041-2060,1995-2014,2.057355929187247
CESM2(CMIP6),1301.006i1p1f1,MED,P3,2081-2100,1995-2014,4.154324805777302
CESM2(CMIP6),1301.006i1p1f1,NEU,P1,2021-2040,1995-2014,0.5227912479073388
CESM2(CMIP6),1301.006i1p1f1,NEU,P2,2041-2060,1995-2014,0.92611439066279
CESM2(CMIP6),1301.006i1p1f1,NEU,P3,2081-2100,1995-2014,2.5048810427056076
CESM2(CMIP6),1301.006i1p1f1,WCE,P1,2021-2040,1995-2014,1.1316621283746389
CESM2(CMIP6),1301.006i1p1f1,WCE,P2,2041-2060,1995-2014,2.1193755999433783
CESM2(CMIP6),1301.006i1p1f1,WCE,P3,2081-2100,1995-2014,4.574802390437808
CESM2(CMIP6),1301.007i1p1f1,MED,P1,2021-2040,1995-2014,1.024203637397659
CESM2(CMIP6),1301.007i1p1f1,MED,P2,2041-2060,1995-2014,2.225116111966353
CESM2(CMIP6),1301.007i1p1f1,MED,P3,2081-2100,1995-2014,4.576311253067588
CESM2(CMIP6),1301.007i1p1f1,NEU,P1,2021-2040,1995-2014,0.3300610245664529
CESM2(CMIP6),1301.007i1p1f1,NEU,P2,2041-2060,1995-2014,1.1764836687861169
CESM2(CMIP6),1301.007i1p1f1,NEU,P3,2081-2100,1995-2014,2.115820975007568
CESM2(CMIP6),1301.007i1p1f1,WCE,P1,2021-2040,1995-2014,0.8177501966204908
CESM2(CMIP6),1301.007i1p1f1,WCE,P2,2041-2060,1995-2014,2.106932465414917
CESM2(CMIP6),1301.007i1p1f1,WCE,P3,2081-2100,1995-2014,4.600301007695671
CESM2(CMIP6),1301.008i1p1f1,MED,P1,2021-2040,1995-2014,0.7305890383030528
CESM2(CMIP6),1301.008i1p1f1,MED,P2,2041-2060,1995-2014,1.6996415925756299
CESM2(CMIP6),1301.008i1p1f1,MED,P3,2081-2100,1995-2014,3.963903725478395
CESM2(CMIP6),1301.008i1p1f1,NEU,P1,2021-2040,1995-2014,0.254090097393496
CESM2(CMIP6),1301.008i1p1f1,NEU,P2,2041-2060,1995-2014,0.8374257548309496
CESM2(CMIP6),1301.008i1p1f1,NEU,P3,2081-2100,1995-2014,2.321658152177796
CESM2(CMIP6),1301.008i1p1f1,WCE,P1,2021-2040,1995-2014,1.0021417079813597
CESM2(CMIP6),1301.008i1p1f1,WCE,P2,2041-2060,1995-2014,2.3193506923515868
CESM2(CMIP6),1301.008i1p1f1,WCE,P3,2081-2100,1995-2014,4.746127576801001
CESM2(CMIP6),1301.009i1p1f1,MED,P1,2021-2040,1995-2014,0.7056804141506454
CESM2(CMIP6),1301.009i1p1f1,MED,P2,2041-2060,1995-2014,1.637238995265434
CESM2(CMIP6),1301.009i1p1f1,MED,P3,2081-2100,1995-2014,3.804155679692807
CESM2(CMIP6),1301.009i1p1f1,NEU,P1,2021-2040,1995-2014,-0.014116724510560808
CESM2(CMIP6),1301.009i1p1f1,NEU,P2,2041-2060,1995-2014,0.561426304856285
CESM2(CMIP6),1301.009i1p1f1,NEU,P3,2081-2100,1995-2014,1.8300426390457811
CESM2(CMIP6),1301.009i1p1f1,WCE,P1,2021-2040,1995-2014,0.5850384312115438
CESM2(CMIP6),1301.009i1p1f1,WCE,P2,2041-2060,1995-2014,1.9031502917896592
CESM2(CMIP6),1301.009i1p1f1,WCE,P3,2081-2100,1995-2014,4.453875674534977
CESM2(CMIP6),1301.010i1p1f1,MED,P1,2021-2040,1995-2014,0.7202913932771506
CESM2(CMIP6),1301.010i1p1f1,MED,P2,2041-2060,1995-2014,1.9866133764594818
CESM2(CMIP6),1301.010i1p1f1,MED,P3,2081-2100,1995-2014,4.005561209253078
CESM2(CMIP6),1301.010i1p1f1,NEU,P1,2021-2040,1995-2014,0.3863251649546691
CESM2(CMIP6),1301.010i1p1f1,NEU,P2,2041-2060,1995-2014,1.0838599406559992
CESM2(CMIP6),1301.010i1p1f1,NEU,P3,2081-2100,1995-2014,2.1560584379178787
CESM2(CMIP6),1301.010i1p1f1,WCE,P1,2021-2040,1995-2014,0.700896354191413
CESM2(CMIP6),1301.010i1p1f1,WCE,P2,2041-2060,1995-2014,2.237636766578693
CESM2(CMIP6),1301.010i1p1f1,WCE,P3,2081-2100,1995-2014,4.414797678596183
CanESM5,r10i1p1f1,MED,P1,2021-2040,1995-2014,1.8806968350943023
CanESM5,r10i1p1f1,MED,P2,2041-2060,1995-2014,3.2107482828183826
CanESM5,r10i1p1f1,MED,P3,2081-2100,1995-2014,6.432054830732777
CanESM5,r10i1p1f1,NEU,P1,2021-2040,1995-2014,1.8649357901368213
CanESM5,r10i1p1f1,NEU,P2,2041-2060,1995-2014,2.9532722858804537
CanESM5,r10i1p1f1,NEU,P3,2081-2100,1995-2014,5.5721844054342435
CanESM5,r10i1p1f1,WCE,P1,2021-2040,1995-2014,1.8392494578185599
CanESM5,r10i1p1f1,WCE,P2,2041-2060,1995-2014,3.2215072742249844
CanESM5,r10i1p1f1,WCE,P3,2081-2100,1995-2014,6.598542981613941
CanESM5,r11i1p1f1,MED,P1,2021-2040,1995-2014,1.9029006448356605
CanESM5,r11i1p1f1,MED,P2,2041-2060,1995-2014,3.4021147502255458
CanESM5,r11i1p1f1,MED,P3,2081-2100,1995-2014,6.490843820595453
CanESM5,r11i1p1f1,NEU,P1,2021-2040,1995-2014,1.485765440418612
CanESM5,r11i1p1f1,NEU,P2,2041-2060,1995-2014,2.651025615255348
CanESM5,r11i1p1f1,NEU,P3,2081-2100,1995-2014,5.404209408576669
CanESM5,r11i1p1f1,WCE,P1,2021-2040,1995-2014,1.9408567089982385
CanESM5,r11i1p1f1,WCE,P2,2041-2060,1995-2014,3.545004706108789
CanESM5,r11i1p1f1,WCE,P3,2081-2100,1995-2014,6.786822695797009
CanESM5,r12i1p1f1,MED,P1,2021-2040,1995-2014,1.6199738469032348
CanESM5,r12i1p1f1,MED,P2,2041-2060,1995-2014,3.2385328272445255
CanESM5,r12i1p1f1,MED,P3,2081-2100,1995-2014,6.043506934034739
CanESM5,r12i1p1f1,NEU,P1,2021-2040,1995-2014,1.1863156366833856
CanESM5,r12i1p1f1,NEU,P2,2041-2060,1995-2014,2.700516413010761
CanESM5,r12i1p1f1,NEU,P3,2081-2100,1995-2014,5.170625393922337
CanESM5,r12i1p1f1,WCE,P1,2021-2040,1995-2014,1.737675346238434
CanESM5,r12i1p1f1,WCE,P2,2041-2060,1995-2014,3.5671892500189117
CanESM5,r12i1p1f1,WCE,P3,2081-2100,1995-2014,6.273164062690153
CanESM5,r13i1p1f1,MED,P1,2021-2040,1995-2014,1.607106596642295
CanESM5,r13i1p1f1,MED,P2,2041-2060,1995-2014,2.909911097844813
CanESM5,r13i1p1f1,MED,P3,2081-2100,1995-2014,6.019455282953819
CanESM5,r13i1p1f1,NEU,P1,2021-2040,1995-2014,1.3625840398417108
CanESM5,r13i1p1f1,NEU,P2,2041-2060,1995-2014,2.600589321459046
CanESM5,r13i1p1f1,NEU,P3,2081-2100,1995-2014,5.3532241346468155
CanESM5,r13i1p1f1,WCE,P1,2021-2040,1995-2014,1.9481186245387991
CanESM5,r13i1p1f1,WCE,P2,2041-2060,1995-2014,3.457158121676108
CanESM5,r13i1p1f1,WCE,P3,2081-2100,1995-2014,6.499578862617264
CanESM5,r14i1p1f1,MED,P1,2021-2040,1995-2014,1.7039214824432078
CanESM5,r14i1p1f1,MED,P2,2041-2060,1995-2014,3.255701923692891
CanESM5,r14i1p1f1,MED,P3,2081-2100,1995-2014,6.220189542379969
CanESM5,r14i1p1f1,NEU,P1,2021-2040,1995-2014,1.7252598657025466
CanESM5,r14i1p1f1,NEU,P2,2041-2060,1995-2014,2.9202843057908296
CanESM5,r14i1p1f1,NEU,P3,2081-2100,1995-2014,5.350208232778693
