model,member,region,period_id,period,baseline_period,period_mean_jja_warming
E3SMv2,r26i1p1f1,MED,P2,2041-2060,1995-2014,2.6835712648444114
E3SMv2,r26i1p1f1,MED,P3,2081-2100,1995-2014,5.609173620252195
E3SMv2,r26i1p1f1,NEU,P1,2021-2040,1995-2014,1.7275734193144205
E3SMv2,r26i1p1f1,NEU,P2,2041-2060,1995-2014,3.4635125912479197
E3SMv2,r26i1p1f1,NEU,P3,2081-2100,1995-2014,5.985579165612425
E3SMv2,r26i1p1f1,WCE,P1,2021-2040,1995-2014,1.791293834186043
E3SMv2,r26i1p1f1,WCE,P2,2041-2060,1995-2014,3.272047548490538
E3SMv2,r26i1p1f1,WCE,P3,2081-2100,1995-2014,6.299836769686478
E3SMv2,r27i1p1f1,MED,P1,2021-2040,1995-2014,1.3207589375032616
E3SMv2,r27i1p1f1,MED,P2,2041-2060,1995-2014,2.546115492878525
E3SMv2,r27i1p1f1,MED,P3,2081-2100,1995-2014,5.532108786604215
E3SMv2,r27i1p1f1,NEU,P1,2021-2040,1995-2014,1.803633901345286
E3SMv2,r27i1p1f1,NEU,P2,2041-2060,1995-2014,3.2893067220429315
E3SMv2,r27i1p1f1,NEU,P3,2081-2100,1995-2014,6.02770910423303
E3SMv2,r27i1p1f1,WCE,P1,2021-2040,1995-2014,1.5424266956787915
E3SMv2,r27i1p1f1,WCE,P2,2041-2060,1995-2014,2.7725632657508443
E3SMv2,r27i1p1f1,WCE,P3,2081-2100,1995-2014,5.999431492009461
E3SMv2,r28i1p1f1,MED,P1,2021-2040,1995-2014,1.3988844014998236
E3SMv2,r28i1p1f1,MED,P2,2041-2060,1995-2014,2.523282481388874
E3SMv2,r28i1p1f1,MED,P3,2081-2100,1995-2014,5.992441746669898
E3SMv2,r28i1p1f1,NEU,P1,2021-2040,1995-2014,1.7778008628315547
E3SMv2,r28i1p1f1,NEU,P2,2041-2060,1995-2014,2.9278784455658347
E3SMv2,r28i1p1f1,NEU,P3,2081-2100,1995-2014,6.018861586834679
E3SMv2,r28i1p1f1,WCE,P1,2021-2040,1995-2014,1.7729139587418168
E3SMv2,r28i1p1f1,WCE,P2,2041-2060,1995-2014,2.967654696221936
E3SMv2,r28i1p1f1,WCE,P3,2081-2100,1995-2014,6.565431164498887
E3SMv2,r29i1p1f1,MED,P1,2021-2040,1995-2014,1.6039382504577055
E3SMv2,r29i1p1f1,MED,P2,2041-2060,1995-2014,3.04209771135531
E3SMv2,r29i1p1f1,MED,P3,2081-2100,1995-2014,5.6807996070936095
E3SMv2,r29i1p1f1,NEU,P1,2021-2040,1995-2014,2.1758983828705225
E3SMv2,r29i1p1f1,NEU,P2,2041-2060,1995-2014,3.3189971913416714
E3SMv2,r29i1p1f1,NEU,P3,2081-2100,1995-2014,6.521533313340885
E3SMv2,r29i1p1f1,WCE,P1,2021-2040,1995-2014,2.1159666235023105
E3SMv2,r29i1p1f1,WCE,P2,2041-2060,1995-2014,3.451798402386153
E3SMv2,r29i1p1f1,WCE,P3,2081-2100,1995-2014,6.729585782736744
E3SMv2,r30i1p1f1,MED,P1,2021-2040,1995-2014,1.6537691043175264
E3SMv2,r30i1p1f1,MED,P2,2041-2060,1995-2014,2.8863360726144505
E3SMv2,r30i1p1f1,MED,P3,2081-2100,1995-2014,5.755544174593794
E3SMv2,r30i1p1f1,NEU,P1,2021-2040,1995-2014,1.6585439438139975
E3SMv2,r30i1p1f1,NEU,P2,2041-2060,1995-2014,2.9673471853148867
E3SMv2,r30i1p1f1,NEU,P3,2081-2100,1995-2014,6.1553884914424115
E3SMv2,r30i1p1f1,WCE,P1,2021-2040,1995-2014,1.5613366147023142
E3SMv2,r30i1p1f1,WCE,P2,2041-2060,1995-2014,3.09442249484725
E3SMv2,r30i1p1f1,WCE,P3,2081-2100,1995-2014,6.48631402989364
MPI-ESM1-2-LR,r10i1p1f1,MED,P1,2021-2040,1995-2014,0.8389932455308962
MPI-ESM1-2-LR,r10i1p1f1,MED,P2,2041-2060,1995-2014,1.7519430346816331
MPI-ESM1-2-LR,r10i1p1f1,MED,P3,2081-2100,1995-2014,3.6398368557617955
MPI-ESM1-2-LR,r10i1p1f1,NEU,P1,2021-2040,1995-2014,0.2952206097672406
MPI-ESM1-2-LR,r10i1p1f1,NEU,P2,2041-2060,1995-2014,1.0252639711471616
MPI-ESM1-2-LR,r10i1p1f1,NEU,P3,2081-2100,1995-2014,2.106421760876096
MPI-ESM1-2-LR,r10i1p1f1,WCE,P1,2021-2040,1995-2014,0.7424499285192245
MPI-ESM1-2-LR,r10i1p1f1,WCE,P2,2041-2060,1995-2014,1.6755566851701822
MPI-ESM1-2-LR,r10i1p1f1,WCE,P3,2081-2100,1995-2014,3.378410915480552
MPI-ESM1-2-LR,r11i1p1f1,MED,P1,2021-2040,1995-2014,0.8038190600966997
MPI-ESM1-2-LR,r11i1p1f1,MED,P2,2041-2060,1995-2014,1.9529185985784778
MPI-ESM1-2-LR,r11i1p1f1,MED,P3,2081-2100,1995-2014,4.007158142985917
MPI-ESM1-2-LR,r11i1p1f1,NEU,P1,2021-2040,1995-2014,0.8852506252503577
MPI-ESM1-2-LR,r11i1p1f1,NEU,P2,2041-2060,1995-2014,1.3618475007804698
MPI-ESM1-2-LR,r11i1p1f1,NEU,P3,2081-2100,1995-2014,2.750083231184278
MPI-ESM1-2-LR,r11i1p1f1,WCE,P1,2021-2040,1995-2014,1.2441246498408147
MPI-ESM1-2-LR,r11i1p1f1,WCE,P2,2041-2060,1995-2014,2.085380971550521
MPI-ESM1-2-LR,r11i1p1f1,WCE,P3,2081-2100,1995-2014,4.351259636983131
MPI-ESM1-2-LR,r12i1p1f1,MED,P1,2021-2040,1995-2014,0.8354758497999217
MPI-ESM1-2-LR,r12i1p1f1,MED,P2,2041-2060,1995-2014,1.7299905455981297
MPI-ESM1-2-LR,r12i1p1f1,MED,P3,2081-2100,1995-2014,4.1752079400962625
MPI-ESM1-2-LR,r12i1p1f1,NEU,P1,2021-2040,1995-2014,0.728977445718255
MPI-ESM1-2-LR,r12i1p1f1,NEU,P2,2041-2060,1995-2014,1.4064006599089858
MPI-ESM1-2-LR,r12i1p1f1,NEU,P3,2081-2100,1995-2014,2.3674522275177106
MPI-ESM1-2-LR,r12i1p1f1,WCE,P1,2021-2040,1995-2014,0.7753059711257368
MPI-ESM1-2-LR,r12i1p1f1,WCE,P2,2041-2060,1995-2014,1.325787769569044
MPI-ESM1-2-LR,r12i1p1f1,WCE,P3,2081-2100,1995-2014,4.173024558783931
MPI-ESM1-2-LR,r13i1p1f1,MED,P1,2021-2040,1995-2014,0.9174424366175066
MPI-ESM1-2-LR,r13i1p1f1,MED,P2,2041-2060,1995-2014,1.9170746066352755
MPI-ESM1-2-LR,r13i1p1f1,MED,P3,2081-2100,1995-2014,3.846969358021897
MPI-ESM1-2-LR,r13i1p1f1,NEU,P1,2021-2040,1995-2014,0.8502679981773292
MPI-ESM1-2-LR,r13i1p1f1,NEU,P2,2041-2060,1995-2014,1.4591508188582463
MPI-ESM1-2-LR,r13i1p1f1,NEU,P3,2081-2100,1995-2014,2.7216303859894206
MPI-ESM1-2-LR,r13i1p1f1,WCE,P1,2021-2040,1995-2014,0.9336216387787051
MPI-ESM1-2-LR,r13i1p1f1,WCE,P2,2041-2060,1995-2014,2.1196891768135835
MPI-ESM1-2-LR,r13i1p1f1,WCE,P3,2081-2100,1995-2014,3.8946310419098347
MPI-ESM1-2-LR,r14i1p1f1,MED,P1,2021-2040,1995-2014,0.9723538638733288
MPI-ESM1-2-LR,r14i1p1f1,MED,P2,2041-2060,1995-2014,2.0237686131553554
MPI-ESM1-2-LR,r14i1p1f1,MED,P3,2081-2100,1995-2014,4.03707913698834
MPI-ESM1-2-LR,r14i1p1f1,NEU,P1,2021-2040,1995-2014,0.7113160432395423
MPI-ESM1-2-LR,r14i1p1f1,NEU,P2,2041-2060,1995-2014,1.3339988026917666
MPI-ESM1-2-LR,r14i1p1f1,NEU,P3,2081-2100,1995-2014,2.627356291518951
MPI-ESM1-2-LR,r14i1p1f1,WCE,P1,2021-2040,1995-2014,0.7580460036220501
MPI-ESM1-2-LR,r14i1p1f1,WCE,P2,2041-2060,1995-2014,1.86715140795949
MPI-ESM1-2-LR,r14i1p1f1,WCE,P3,2081-2100,1995-2014,3.694571296993607
MPI-ESM1-2-LR,r15i1p1f1,MED,P1,2021-2040,1995-2014,0.7983185822976498
MPI-ESM1-2-LR,r15i1p1f1,MED,P2,2041-2060,1995-2014,1.7800769588578504
MPI-ESM1-2-LR,r15i1p1f1,MED,P3,2081-2100,1995-2014,3.804939300668322
MPI-ESM1-2-LR,r15i1p1f1,NEU,P1,2021-2040,1995-2014,0.5302020434798702
MPI-ESM1-2-LR,r15i1p1f1,NEU,P2,2041-2060,1995-2014,1.6075847592814096
MPI-ESM1-2-LR,r15i1p1f1,NEU,P3,2081-2100,1995-2014,2.6747847238253817
MPI-ESM1-2-LR,r15i1p1f1,WCE,P1,2021-2040,1995-2014,0.7984790939540758
MPI-ESM1-2-LR,r15i1p1f1,WCE,P2,2041-2060,1995-2014,2.431187685294175
MPI-ESM1-2-LR,r15i1p1f1,WCE,P3,2081-2100,1995-2014,4.011815488427613
MPI-ESM1-2-LR,r16i1p1f1,MED,P1,2021-2040,1995-2014,0.9464712523251183
MPI-ESM1-2-LR,r16i1p1f1,MED,P2,2041-2060,1995-2014,1.8233195115892307
MPI-ESM1-2-LR,r16i1p1f1,MED,P3,2081-2100,1995-2014,3.777894011309189
MPI-ESM1-2-LR,r16i1p1f1,NEU,P1,2021-2040,1995-2014,0.42019288545713585
MPI-ESM1-2-LR,r16i1p1f1,NEU,P2,2041-2060,1995-2014,1.1271418633997112
MPI-ESM1-2-LR,r16i1p1f1,NEU,P3,2081-2100,1995-2014,2.5305549231250213
MPI-ESM1-2-LR,r16i1p1f1,WCE,P1,2021-2040,1995-2014,0.7605366209068926
MPI-ESM1-2-LR,r16i1p1f1,WCE,P2,2041-2060,1995-2014,1.8521681209451148
MPI-ESM1-2-LR,r16i1p1f1,WCE,P3,2081-2100,1995-2014,3.833290987062683
MPI-ESM1-2-LR,r17i1p1f1,MED,P1,2021-2040,1995-2014,0.643247898345747
MPI-ESM1-2-LR,r17i1p1f1,MED,P2,2041-2060,1995-2014,1.4470129516583194
MPI-ESM1-2-LR,r17i1p1f1,MED,P3,2081-2100,1995-2014,3.8370125929680023
MPI-ESM1-2-LR,r17i1p1f1,NEU,P1,2021-2040,1995-2014,0.6791117030587625
MPI-ESM1-2-LR,r17i1p1f1,NEU,P2,2041-2060,1995-2014,1.3976246932025653
MPI-ESM1-2-LR,r17i1p1f1,NEU,P3,2081-2100,1995-2014,2.6060446135339523
MPI-ESM1-2-LR,r17i1p1f1,WCE,P1,2021-2040,1995-2014,0.7756363483587798
MPI-ESM1-2-LR,r17i1p1f1,WCE,P2,2041-2060,1995-2014,1.4404832723364662
MPI-ESM1-2-LR,r17i1p1f1,WCE,P3,2081-2100,1995-2014,4.121291639135438
MPI-ESM1-2-LR,r18i1p1f1,MED,P1,2021-2040,1995-2014,0.9150065902607952
MPI-ESM1-2-LR,r18i1p1f1,MED,P2,2041-2060,1995-2014,1.9629462436359326
MPI-ESM1-2-LR,r18i1p1f1,MED,P3,2081-2100,1995-2014,4.056269990202082
MPI-ESM1-2-LR,r18i1p1f1,NEU,P1,2021-2040,1995-2014,0.5957305343463151
MPI-ESM1-2-LR,r18i1p1f1,NEU,P2,2041-2060,1995-2014,1.163430094192855
MPI-ESM1-2-LR,r18i1p1f1,NEU,P3,2081-2100,1995-2014,2.5858628247128665
MPI-ESM1-2-LR,r18i1p1f1,WCE,P1,2021-2040,1995-2014,0.8316388274966895
MPI-ESM1-2-LR,r18i1p1f1,WCE,P2,2041-2060,1995-2014,1.7567851464499782
MPI-ESM1-2-LR,r18i1p1f1,WCE,P3,2081-2100,1995-2014,4.284082196204138
MPI-ESM1-2-LR,r19i1p1f1,MED,P1,2021-2040,1995-2014,0.9104108671517558
MPI-ESM1-2-LR,r19i1p1f1,MED,P2,2041-2060,1995-2014,2.1206601189501453
MPI-ESM1-2-LR,r19i1p1f1,MED,P3,2081-2100,1995-2014,3.974571545179031
MPI-ESM1-2-LR,r19i1p1f1,NEU,P1,2021-2040,1995-2014,1.0536543004965084
MPI-ESM1-2-LR,r19i1p1f1,NEU,P2,2041-2060,1995-2014,1.5999725238714286
MPI-ESM1-2-LR,r19i1p1f1,NEU,P3,2081-2100,1995-2014,2.67089594383699
MPI-ESM1-2-LR,r19i1p1f1,WCE,P1,2021-2040,1995-2014,0.6786141507838497
MPI-ESM1-2-LR,r19i1p1f1,WCE,P2,2041-2060,1995-2014,2.2665853108485807
MPI-ESM1-2-LR,r19i1p1f1,WCE,P3,2081-2100,1995-2014,3.7899268695496113
MPI-ESM1-2-LR,r1i1p1f1,MED,P1,2021-2040,1995-2014,0.9325591629873691
MPI-ESM1-2-LR,r1i1p1f1,MED,P2,2041-2060,1995-2014,1.8383122983428908
MPI-ESM1-2-LR,r1i1p1f1,MED,P3,2081-2100,1995-2014,3.854152741423564
MPI-ESM1-2-LR,r1i1p1f1,NEU,P1,2021-2040,1995-2014,0.7219325613309933
MPI-ESM1-2-LR,r1i1p1f1,NEU,P2,2041-2060,1995-2014,1.3924456893715882
MPI-ESM1-2-LR,r1i1p1f1,NEU,P3,2081-2100,1995-2014,2.609289850722573
MPI-ESM1-2-LR,r1i1p1f1,WCE,P1,2021-2040,1995-2014,1.089789816093086
MPI-ESM1-2-LR,r1i1p1f1,WCE,P2,2041-2060,1995-2014,1.7808259930344428
MPI-ESM1-2-LR,r1i1p1f1,WCE,P3,2081-2100,1995-2014,3.9161340728237777
MPI-ESM1-2-LR,r20i1p1f1,MED,P1,2021-2040,1995-2014,0.6121011316480901
MPI-ESM1-2-LR,r20i1p1f1,MED,P2,2041-2060,1995-2014,1.8332585503494379
MPI-ESM1-2-LR,r20i1p1f1,MED,P3,2081-2100,1995-2014,3.7293499539075077
MPI-ESM1-2-LR,r20i1p1f1,NEU,P1,2021-2040,1995-2014,0.5706746348688376
MPI-ESM1-2-LR,r20i1p1f1,NEU,P2,2041-2060,1995-2014,1.3877104580734234
MPI-ESM1-2-LR,r20i1p1f1,NEU,P3,2081-2100,1995-2014,2.4108441249141133
MPI-ESM1-2-LR,r20i1p1f1,WCE,P1,2021-2040,1995-2014,1.0344516106789712
MPI-ESM1-2-LR,r20i1p1f1,WCE,P2,2041-2060,1995-2014,1.8547139493048548
MPI-ESM1-2-LR,r20i1p1f1,WCE,P3,2081-2100,1995-2014,3.8737053014083003
MPI-ESM1-2-LR,r21i1p1f1,MED,P1,2021-2040,1995-2014,0.7057660278270023
MPI-ESM1-2-LR,r21i1p1f1,MED,P2,2041-2060,1995-2014,1.6536216782336517
MPI-ESM1-2-LR,r21i1p1f1,MED,P3,2081-2100,1995-2014,3.746170410357448
MPI-ESM1-2-LR,r21i1p1f1,NEU,P1,2021-2040,1995-2014,0.49265553048266836
MPI-ESM1-2-LR,r21i1p1f1,NEU,P2,2041-2060,1995-2014,1.5764608966782145
MPI-ESM1-2-LR,r21i1p1f1,NEU,P3,2081-2100,1995-2014,2.605001843245039
MPI-ESM1-2-LR,r21i1p1f1,WCE,P1,2021-2040,1995-2014,0.4695736438969755
MPI-ESM1-2-LR,r21i1p1f1,WCE,P2,2041-2060,1995-2014,1.7943151543541767
MPI-ESM1-2-LR,r21i1p1f1,WCE,P3,2081-2100,1995-2014,3.922503846025817
MPI-ESM1-2-LR,r22i1p1f1,MED,P1,2021-2040,1995-2014,0.8561157554897486
MPI-ESM1-2-LR,r22i1p1f1,MED,P2,2041-2060,1995-2014,1.7036215404800021
MPI-ESM1-2-LR,r22i1p1f1,MED,P3,2081-2100,1995-2014,3.6614116480292993
MPI-ESM1-2-LR,r22i1p1f1,NEU,P1,2021-2040,1995-2014,0.3601498921849965
MPI-ESM1-2-LR,r22i1p1f1,NEU,P2,2041-2060,1995-2014,1.3682579902775973
MPI-ESM1-2-LR,r22i1p1f1,NEU,P3,2081-2100,1995-2014,2.465582690018584
MPI-ESM1-2-LR,r22i1p1f1,WCE,P1,2021-2040,1995-2014,0.6850691620952647
MPI-ESM1-2-LR,r22i1p1f1,WCE,P2,2041-2060,1995-2014,1.8820865682064927
MPI-ESM1-2-LR,r22i1p1f1,WCE,P3,2081-2100,1995-2014,3.7675459671377887
MPI-ESM1-2-LR,r23i1p1f1,MED,P1,2021-2040,1995-2014,0.995194971685214
MPI-ESM1-2-LR,r23i1p1f1,MED,P2,2041-2060,1995-2014,1.5147548300112024
MPI-ESM1-2-LR,r23i1p1f1,MED,P3,2081-2100,1995-2014,3.5898394293311044
MPI-ESM1-2-LR,r23i1p1f1,NEU,P1,2021-2040,1995-2014,0.8237522581088255
MPI-ESM1-2-LR,r23i1p1f1,NEU,P2,2041-2060,1995-2014,1.4381525762168088
MPI-ESM1-2-LR,r23i1p1f1,NEU,P3,2081-2100,1995-2014,2.892241307443814
MPI-ESM1-2-LR,r23i1p1f1,WCE,P1,2021-2040,1995-2014,1.2159582436083327
MPI-ESM1-2-LR,r23i1p1f1,WCE,P2,2041-2060,1995-2014,1.8604929096220304
MPI-ESM1-2-LR,r23i1p1f1,WCE,P3,2081-2100,1995-2014,3.718833723734084
MPI-ESM1-2-LR,r24i1p1f1,MED,P1,2021-2040,1995-2014,1.1031754815165222
MPI-ESM1-2-LR,r24i1p1f1,MED,P2,2041-2060,1995-2014,1.633571060592804
MPI-ESM1-2-LR,r24i1p1f1,MED,P3,2081-2100,1995-2014,3.562907041923583
MPI-ESM1-2-LR,r24i1p1f1,NEU,P1,2021-2040,1995-2014,0.5408280608270456
MPI-ESM1-2-LR,r24i1p1f1,NEU,P2,2041-2060,1995-2014,1.1851476810031019
MPI-ESM1-2-LR,r24i1p1f1,NEU,P3,2081-2100,1995-2014,2.3583190373578615
MPI-ESM1-2-LR,r24i1p1f1,WCE,P1,2021-2040,1995-2014,1.0171290503428465
MPI-ESM1-2-LR,r24i1p1f1,WCE,P2,2041-2060,1995-2014,1.635984072443886
MPI-ESM1-2-LR,r24i1p1f1,WCE,P3,2081-2100,1995-2014,3.7443293560933846
MPI-ESM1-2-LR,r25i1p1f1,MED,P1,2021-2040,1995-2014,0.8441275070495153
MPI-ESM1-2-LR,r25i1p1f1,MED,P2,2041-2060,1995-2014,1.6127416968935187
MPI-ESM1-2-LR,r25i1p1f1,MED,P3,2081-2100,1995-2014,3.67805210805529
MPI-ESM1-2-LR,r25i1p1f1,NEU,P1,2021-2040,1995-2014,0.7414297156806329
MPI-ESM1-2-LR,r25i1p1f1,NEU,P2,2041-2060,1995-2014,1.0851025088947128
MPI-ESM1-2-LR,r25i1p1f1,NEU,P3,2081-2100,1995-2014,2.264204292278968
MPI-ESM1-2-LR,r25i1p1f1,WCE,P1,2021-2040,1995-2014,0.7295282120239259
MPI-ESM1-2-LR,r25i1p1f1,WCE,P2,2041-2060,1995-2014,1.4769993065277593
MPI-ESM1-2-LR,r25i1p1f1,WCE,P3,2081-2100,1995-2014,3.6864477510430738
MPI-ESM1-2-LR,r26i1p1f1,MED,P1,2021-2040,1995-2014,0.6587296153164122
MPI-ESM1-2-LR,r26i1p1f1,MED,P2,2041-2060,1995-2014,1.6323816372850672
MPI-ESM1-2-LR,r26i1p1f1,MED,P3,2081-2100,1995-2014,3.7278062343186478
MPI-ESM1-2-LR,r26i1p1f1,NEU,P1,2021-2040,1995-2014,0.5548479825594347
MPI-ESM1-2-LR,r26i1p1f1,NEU,P2,2041-2060,1995-2014,1.4837945452098702
MPI-ESM1-2-LR,r26i1p1f1,NEU,P3,2081-2100,1995-2014,2.246247013986685
MPI-ESM1-2-LR,r26i1p1f1,WCE,P1,2021-2040,1995-2014,0.7087822105566601
MPI-ESM1-2-LR,r26i1p1f1,WCE,P2,2041-2060,1995-2014,1.9148258893683863
MPI-ESM1-2-LR,r26i1p1f1,WCE,P3,2081-2100,1995-2014,3.8255758072160235
MPI-ESM1-2-LR,r27i1p1f1,MED,P1,2021-2040,1995-2014,1.0044622792465194
MPI-ESM1-2-LR,r27i1p1f1,MED,P2,2041-2060,1995-2014,1.818786054357134
MPI-ESM1-2-LR,r27i1p1f1,MED,P3,2081-2100,1995-2014,3.880231849976736
MPI-ESM1-2-LR,r27i1p1f1,NEU,P1,2021-2040,1995-2014,0.508827415574528
MPI-ESM1-2-LR,r27i1p1f1,NEU,P2,2041-2060,1995-2014,1.3443378850306682
MPI-ESM1-2-LR,r27i1p1f1,NEU,P3,2081-2100,1995-2014,2.4605645332242494
MPI-ESM1-2-LR,r27i1p1f1,WCE,P1,2021-2040,1995-2014,1.201871398560682
MPI-ESM1-2-LR,r27i1p1f1,WCE,P2,2041-2060,1995-2014,1.894213471475912
MPI-ESM1-2-LR,r27i1p1f1,WCE,P3,2081-2100,1995-2014,4.044524762553989
MPI-ESM1-2-LR,r28i1p1f1,MED,P1,2021-2040,1995-2014,0.6647717566319378
MPI-ESM1-2-LR,r28i1p1f1,MED,P2,2041-2060,1995-2014,1.6314825506203623
MPI-ESM1-2-LR,r28i1p1f1,MED,P3,2081-2100,1995-2014,3.471920169437945
MPI-ESM1-2-LR,r28i1p1f1,NEU,P1,2021-2040,1995-2014,0.7049068656869667
MPI-ESM1-2-LR,r28i1p1f1,NEU,P2,2041-2060,1995-2014,1.5636462215757643
MPI-ESM1-2-LR,r28i1p1f1,NEU,P3,2081-2100,1995-2014,2.620775078208034
MPI-ESM1-2-LR,r28i1p1f1,WCE,P1,2021-2040,1995-2014,0.6094663081601676
MPI-ESM1-2-LR,r28i1p1f1,WCE,P2,2041-2060,1995-2014,1.4328310601024836
MPI-ESM1-2-LR,r28i1p1f1,WCE,P3,2081-2100,1995-2014,3.4652168947966353
MPI-ESM1-2-LR,r29i1p1f1,MED,P1,2021-2040,1995-2014,0.9203961425237344
MPI-ESM1-2-LR,r29i1p1f1,MED,P2,2041-2060,1995-2014,1.940778932473694
MPI-ESM1-2-LR,r29i1p1f1,MED,P3,2081-2100,1995-2014,4.208435320440509
MPI-ESM1-2-LR,r29i1p1f1,NEU,P1,2021-2040,1995-2014,1.0609188865864734
MPI-ESM1-2-LR,r29i1p1f1,NEU,P2,2041-2060,1995-2014,1.2049806822199027
MPI-ESM1-2-LR,r29i1p1f1,NEU,P3,2081-2100,1995-2014,2.6334299243843207
MPI-ESM1-2-LR,r29i1p1f1,WCE,P1,2021-2040,1995-2014,1.1464557703349634
MPI-ESM1-2-LR,r29i1p1f1,WCE,P2,2041-2060,1995-2014,2.1563537526510927
MPI-ESM1-2-LR,r29i1p1f1,WCE,P3,2081-2100,1995-2014,4.672012891761899
MPI-ESM1-2-LR,r2i1p1f1,MED,P1,2021-2040,1995-2014,0.9707977389848406
MPI-ESM1-2-LR,r2i1p1f1,MED,P2,2041-2060,1995-2014,2.0787395020964645
MPI-ESM1-2-LR,r2i1p1f1,MED,P3,2081-2100,1995-2014,4.118643278497941
MPI-ESM1-2-LR,r2i1p1f1,NEU,P1,2021-2040,1995-2014,0.9279385921260485
MPI-ESM1-2-LR,r2i1p1f1,NEU,P2,2041-2060,1995-2014,1.4145053164598138
MPI-ESM1-2-LR,r2i1p1f1,NEU,P3,2081-2100,1995-2014,2.737492727739383
MPI-ESM1-2-LR,r2i1p1f1,WCE,P1,2021-2040,1995-2014,1.5802066565766992
MPI-ESM1-2-LR,r2i1p1f1,WCE,P2,2041-2060,1995-2014,2.0325591124172413
MPI-ESM1-2-LR,r2i1p1f1,WCE,P3,2081-2100,1995-2014,4.865213996052221
MPI-ESM1-2-LR,r30i1p1f1,MED,P1,2021-2040,1995-2014,0.5763781725916903
MPI-ESM1-2-LR,r30i1p1f1,MED,P2,2041-2060,1995-2014,1.6183071738707384
MPI-ESM1-2-LR,r30i1p1f1,MED,P3,2081-2100,1995-2014,3.7193661240810925
MPI-ESM1-2-LR,r30i1p1f1,NEU,P1,2021-2040,1995-2014,1.0544764783998635
MPI-ESM1-2-LR,r30i1p1f1,NEU,P2,2041-2060,1995-2014,2.100009039045734
MPI-ESM1-2-LR,r30i1p1f1,NEU,P3,2081-2100,1995-2014,3.1348155943347598
MPI-ESM1-2-LR,r30i1p1f1,WCE,P1,2021-2040,1995-2014,0.8874135295504237
MPI-ESM1-2-LR,r30i1p1f1,WCE,P2,2041-2060,1995-2014,1.856788635054577
MPI-ESM1-2-LR,r30i1p1f1,WCE,P3,2081-2100,1995-2014,4.037888124908962
MPI-ESM1-2-LR,r3i1p1f1,MED,P1,2021-2040,1995-2014,0.779714129658144
MPI-ESM1-2-LR,r3i1p1f1,MED,P2,2041-2060,1995-2014,1.5857139875770176
MPI-ESM1-2-LR,r3i1p1f1,MED,P3,2081-2100,1995-2014,3.638118301109633
MPI-ESM1-2-LR,r3i1p1f1,NEU,P1,2021-2040,1995-2014,0.9662829536949058
MPI-ESM1-2-LR,r3i1p1f1,NEU,P2,2041-2060,1995-2014,1.7175219002877242
MPI-ESM1-2-LR,r3i1p1f1,NEU,P3,2081-2100,1995-2014,2.892843080952191
MPI-ESM1-2-LR,r3i1p1f1,WCE,P1,2021-2040,1995-2014,1.1779042033637195
MPI-ESM1-2-LR,r3i1p1f1,WCE,P2,2041-2060,1995-2014,1.9026594815784628
MPI-ESM1-2-LR,r3i1p1f1,WCE,P3,2081-2100,1995-2014,3.919557198331634
MPI-ESM1-2-LR,r4i1p1f1,MED,P1,2021-2040,1995-2014,0.4112553627032556
MPI-ESM1-2-LR,r4i1p1f1,MED,P2,2041-2060,1995-2014,1.4709077940849744
MPI-ESM1-2-LR,r4i1p1f1,MED,P3,2081-2100,1995-2014,3.7457367756499047
MPI-ESM1-2-LR,r4i1p1f1,NEU,P1,2021-2040,1995-2014,0.8646148528489135
MPI-ESM1-2-LR,r4i1p1f1,NEU,P2,2041-2060,1995-2014,1.3500945488539355
MPI-ESM1-2-LR,r4i1p1f1,NEU,P3,2081-2100,1995-2014,2.500000836879649
MPI-ESM1-2-LR,r4i1p1f1,WCE,P1,2021-2040,1995-2014,0.6926051285623792
MPI-ESM1-2-LR,r4i1p1f1,WCE,P2,2041-2060,1995-2014,1.86169107055562
MPI-ESM1-2-LR,r4i1p1f1,WCE,P3,2081-2100,1995-2014,4.1349180984281855
MPI-ESM1-2-LR,r5i1p1f1,MED,P1,2021-2040,1995-2014,0.8610445587883142
MPI-ESM1-2-LR,r5i1p1f1,MED,P2,2041-2060,1995-2014,1.7838044696374618
MPI-ESM1-2-LR,r5i1p1f1,MED,P3,2081-2100,1995-2014,4.011373002625544
MPI-ESM1-2-LR,r5i1p1f1,NEU,P1,2021-2040,1995-2014,0.8266728490038664
MPI-ESM1-2-LR,r5i1p1f1,NEU,P2,2041-2060,1995-2014,1.2574020766951683
MPI-ESM1-2-LR,r5i1p1f1,NEU,P3,2081-2100,1995-2014,2.5338304322025373
MPI-ESM1-2-LR,r5i1p1f1,WCE,P1,2021-2040,1995-2014,0.8283229791682907
MPI-ESM1-2-LR,r5i1p1f1,WCE,P2,2041-2060,1995-2014,1.807114877458813
MPI-ESM1-2-LR,r5i1p1f1,WCE,P3,2081-2100,1995-2014,3.7965067624876445
MPI-ESM1-2-LR,r6i1p1f1,MED,P1,2021-2040,1995-2014,0.4214785044337585
MPI-ESM1-2-LR,r6i1p1f1,MED,P2,2041-2060,1995-2014,1.5278168235856442
MPI-ESM1-2-LR,r6i1p1f1,MED,P3,2081-2100,1995-2014,3.63324822712926
MPI-ESM1-2-LR,r6i1p1f1,NEU,P1,2021-2040,1995-2014,0.8512761140470506
MPI-ESM1-2-LR,r6i1p1f1,NEU,P2,2041-2060,1995-2014,1.5186423221991554
