year,month,day,hour,wt,Ta_C,P_mm,wind_ms,rad_whm2,relhum,Q
2004,12,3,6,5.76666666666667,1.926,1.228,0.76,0,0.98,43.18
2004,12,3,9,5.7,2.295,0.871,0.689,24.069,0.979,43.38
2004,12,3,12,5.71666666666667,3.231,0.297,0.615,159.535,0.977,45.16
2004,12,3,15,5.74166666666667,3.814,0.007,1.275,102.445,0.976,44.95
2004,12,3,18,5.83333333333333,3.392,0.034,0.872,5.259,0.98,43.02
2004,12,3,21,6.06666666666667,3.035,0.005,0.803,0,0.972,47.81
2004,12,4,0,6.075,2.21,0,0.898,0,0.961,51.11
2004,12,4,3,5.925,1.388,0,1.173,0,0.962,46.23
2004,12,4,6,5.84166666666667,0.608,0,1.438,0,0.968,46.36
2004,12,4,9,5.63333333333333,0.41,0,0.757,36.976,0.973,47.24
2004,12,4,12,5.6,1.258,0,1.132,179.148,0.969,46.85
2004,12,4,15,5.6,1.759,0,1.548,134.95,0.957,46.14
2004,12,4,18,5.575,1.425,0,1.103,5.454,0.956,49.02
2004,12,4,21,5.525,0.566,0,1.103,0,0.964,45.27
2004,12,5,0,5.525,0.115,0,1.015,0,0.966,48.93
2004,12,5,3,5.5,0.082,0,0.961,0,0.963,46.98
2004,12,5,6,5.5,0.037,0,0.826,0,0.956,45.88
2004,12,5,9,5.50833333333333,-0.102,0,0.972,26.765,0.941,43.67
2004,12,5,12,5.56666666666667,0.219,0,1.595,168.262,0.908,46.19
2004,12,5,15,5.64166666666667,0.174,0,1.132,119.167,0.899,46.62
2004,12,5,18,5.475,-0.234,0,1.131,5.329,0.927,44.54
2004,12,5,21,5.46666666666667,-0.043,0,1.045,0,0.954,46.26
2004,12,6,0,5.43333333333333,0.287,0,1.188,0,0.954,47.53
2004,12,6,3,5.39166666666667,0.669,0,1.183,0,0.952,46.49
2004,12,6,6,5.375,0.913,0,0.953,0,0.955,44.27
2004,12,6,9,5.31666666666667,1.308,0,0.811,27.539,0.959,42.85
2004,12,6,12,5.375,2.311,0,1.421,188.648,0.948,47.28
2004,12,6,15,5.36666666666667,3.33,0,0.902,156.553,0.918,49.38
2004,12,6,18,5.41666666666667,2.993,0,0.766,5.717,0.925,45.66
2004,12,6,21,5.41666666666667,2.737,0,0.715,0,0.875,47.82
2004,12,7,0,5.4,2.036,0,0.683,0,0.89,47.4
2004,12,7,3,5.4,1.651,0,0.974,0,0.882,46.33
2004,12,7,6,5.39166666666667,1.025,0,1.359,0,0.899,46.3
2004,12,7,9,5.30833333333333,0.434,0,1.486,41.026,0.901,46.8
2004,12,7,12,5.31666666666667,0.648,0,1.47,237.439,0.891,47.68
2004,12,7,15,5.4,0.752,0,0.9,141.629,0.876,47.6
2004,12,7,18,5.4,0.081,0,1.459,5.548,0.902,44.98
2004,12,7,21,5.4,-0.308,0,1.232,0,0.917,51.36
2004,12,8,0,5.4,-0.274,0,1.088,0,0.921,50.52
2004,12,8,3,5.375,-0.354,0,0.656,0,0.933,53.12
2004,12,8,6,5.25,-0.286,0,0.722,0,0.952,47.35
2004,12,8,9,5.25833333333333,0.233,0,0.47,35.055,0.954,40.98
2004,12,8,12,5.3,1.261,0,0.876,191.647,0.968,47.88
2004,12,8,15,5.3,3.162,0,2.029,134.434,0.898,51.2
2004,12,8,18,5.25833333333333,2.446,0,2.017,5.352,0.877,48.55
2004,12,8,21,5.2,0.085,0,1.242,0,0.929,45.4
2004,12,9,0,5.075,-0.884,0,1.33,0,0.939,50.38
2004,12,9,3,4.93333333333333,-2.091,0,1.069,0,0.954,51.28
2004,12,9,6,4.775,-3.205,0,0.86,0,0.953,49.14
2004,12,9,9,4.625,-3.518,0,0.898,125.249,0.941,46
2004,12,9,12,4.63333333333333,0.972,0.001,1.467,678.811,0.747,46.37
2004,12,9,15,4.63333333333333,3.478,0,1.84,488.858,0.583,47.04
